scout,match,robot,team,start_pos,auto_type,auto_bump,auto_climb,auto_cycles,teleop_trench,teleop_bump,num_cycles,num_cycles_tenths,endgame_climb,climb_less_than_5,inactive_strat,driver_rating,problems,card,comments
HR,174,R2,2106,F,3,TRUE,FALSE,16,5,1,5,0,No,FALSE,"1,2,6",5,NA,No Card,
AM,174,R3,3361,M,,FALSE,FALSE,0,7,1,0,4,No,FALSE,"6,3,2",1,"2,4,3",No Card,
CC,174,B3,8592,C,3,TRUE,FALSE,6,0,8,3,3,No,FALSE,"2,6",4,NA,No Card,
AZ,174,B2,2421,C,,FALSE,FALSE,0,20,2,0,0,No,FALSE,,4,NA,No Card,No intake
EC,175,B1,10004,C,3,FALSE,FALSE,7,6,0,4,4,No,FALSE,"1,2",3,NA,No Card,Good turret system but the actual shooter struggles to pull fuel out of hopper
AM,175,R3,3748,F,3,FALSE,FALSE,11,8,1,3,7,No,FALSE,"2,6,3",4,NA,No Card,
JD,175,R1,11318,M,,FALSE,FALSE,0,2,1,3,0,No,FALSE,"2,6",3,NA,No Card,Shooter got bent?
CL,175,R2,1389,C,3,TRUE,FALSE,6,0,4,3,2,No,FALSE,"2,6",2,NA,No Card,
CC,175,B3,4541,M,1,FALSE,FALSE,2,7,3,1,3,No,FALSE,"2,1,6,3",5,NA,No Card,
BP,175,B2,614,F,3,TRUE,FALSE,10,0,6,4,7,No,FALSE,"6,2",4,NA,No Card,Large hopper but empties quickly
BP,176,B2,1727,F,3,FALSE,FALSE,12,8,0,3,0,No,FALSE,1,4,NA,No Card,
AM,176,R3,449,F,3,TRUE,FALSE,20,10,2,5,6,No,FALSE,"1,2,6",5,NA,No Card,GOAT.?
CL,176,R2,10679,M,,FALSE,FALSE,5,5,0,0,0,No,FALSE,"2,4,5",4,NA,No Card,
JD,176,R1,3136,C,3,FALSE,FALSE,0,2,4,4,4,No,FALSE,"2,6",4,NA,No Card,
EC,176,B1,1111,C,,FALSE,FALSE,0,4,0,2,4,No,FALSE,2,3,NA,No Card,
CC,176,B3,1895,M,,FALSE,FALSE,2,6,0,1,4,L1,FALSE,2,2,NA,No Card,Help HP
EC,177,B1,5338,C,3,TRUE,FALSE,16,7,0,7,2,No,FALSE,"2,6",3,NA,No Card,
CC,177,B3,540,F,3,FALSE,FALSE,20,10,0,4,3,No,FALSE,"4,2,6",5,NA,No Card,
JD,177,R1,619,M,,FALSE,FALSE,0,7,3,2,0,No,FALSE,"2,3,4",3,2,No Card,
AM,177,R3,836,C,3,FALSE,FALSE,13,9,5,8,0,No,FALSE,"2,3,6",5,NA,No Card,
BP,177,B2,1719,M,,FALSE,FALSE,2,10,6,0,0,No,FALSE,"4,2",3,4,No Card,Can41391t shoot? Only defensive and support
CL,177,R2,4099,F,3,FALSE,FALSE,10,7,0,3,0,No,FALSE,"4,2,6",3,NA,No Card,Turret stopped working so they played defense. Worked a little after
EC,178,B1,2377,M,1,FALSE,FALSE,8,4,0,4,9,No,FALSE,6,3,NA,No Card,
JD,178,R1,4472,F,3,FALSE,FALSE,5,3,1,5,0,No,FALSE,"1,6",3,NA,No Card,
CL,178,R2,2068,M,,FALSE,FALSE,4,7,0,3,0,No,FALSE,"2,3,4",4,NA,No Card,
AM,178,R3,5804,C,3,TRUE,FALSE,2,0,5,0,9,No,FALSE,"1,2,6",3,NA,No Card,
CC,178,B3,122,F,3,TRUE,FALSE,20,2,6,4,6,No,FALSE,"2,6",3,NA,No Card,
BP,178,B2,1262,C,3,TRUE,FALSE,0,7,1,3,3,No,FALSE,"2,6",2,NA,No Card,Slow shooting and shot lineup
CC,179,B3,2890,F,2,FALSE,TRUE,10,1,5,2,3,No,FALSE,"2,1",2,3,No Card,
EC,179,B1,346,C,3,TRUE,FALSE,10,0,6,5,4,No,FALSE,"2,1",4,NA,No Card,
MY,179,R2,3939,M,3,FALSE,FALSE,11,8,0,2,3,No,FALSE,,3,NA,No Card,Made like 15 percent of shots
AM,179,R3,9033,M,,FALSE,FALSE,0,5,5,2,0,No,FALSE,"2,4,6",4,NA,No Card,
JD,179,R1,9072,F,3,TRUE,FALSE,8,2,2,2,0,No,FALSE,,1,1,No Card,Intake broke and then stoped moving
MH,179,B2,11415,F,3,FALSE,FALSE,5,4,4,2,9,No,FALSE,"1,2",4,NA,No Card,"forgot to run intake on second auto pass, shooter jammed in endgame"
EC,180,B1,8590,M,,FALSE,FALSE,0,7,0,0,0,No,FALSE,"2,5,4",4,NA,No Card,"Shooter failed, played defense"
AM,180,R3,5587,M,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,2,NA,No Card,
CC,180,B3,1629,C,3,FALSE,FALSE,10,5,3,5,4,No,FALSE,"2,1,3,6",4,NA,No Card,
MH,180,B2,2537,F,3,FALSE,FALSE,0,1,0,0,2,No,FALSE,"5,2",3,1,No Card,"neutral auto hit opponent, a-stopped (intake no balls), died for like half the match, mid defense, shot their preload at the end of the match??"
JD,180,R1,2199,C,3,FALSE,FALSE,2,7,0,1,0,No,FALSE,6,1,1,No Card,
RY,180,R2,1908,F,3,TRUE,FALSE,13,0,6,5,3,No,FALSE,"1,6",5,NA,No Card,"Got defended in the trenches, could only go over bump for the entire game. Very high passsing arc from NZ to AZ. Shooting on the move is a little wonky"
JD,181,R1,620,M,,FALSE,FALSE,4,0,8,3,5,No,FALSE,6,3,NA,No Card,
CC,181,B3,422,C,3,FALSE,FALSE,11,2,7,4,6,No,FALSE,"1,2",4,NA,No Card,
EC,181,B1,10224,M,,FALSE,FALSE,10,0,6,3,1,No,FALSE,6,3,NA,No Card,Funneling system needs work
AM,181,R3,5724,C,,FALSE,FALSE,0,4,0,0,7,No,FALSE,"2,6",2,NA,No Card,
BP,181,B2,888,F,,FALSE,FALSE,6,4,0,4,0,No,FALSE,"6,2",4,NA,No Card,
RY,181,R2,686,F,3,TRUE,FALSE,10,6,2,5,7,No,FALSE,"3,6,2,1",3,NA,No Card,Something weird happened with their auto where they went for a second cycle but did41391t shoot and went right back to NZ. Straight line thief into OZ.
AM,182,R3,3258,F,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,5,No Card,
EC,182,B1,1731,F,3,FALSE,FALSE,18,8,0,5,6,No,FALSE,2,4,NA,No Card,Literally fried at the end
BP,182,B2,401,C,3,TRUE,FALSE,10,5,2,4,0,No,FALSE,"4,5,6,3,2",4,NA,No Card,
NS,182,R2,1086,F,3,TRUE,FALSE,17,0,5,2,3,No,FALSE,"6,1",3,NA,No Card,"Shooter got stuck. In the middle of match, attempted passing but briefly"
CC,182,B3,339,M,,FALSE,FALSE,2,3,3,0,2,No,FALSE,"2,3",3,NA,No Card,
JD,182,R1,11425,M,,FALSE,FALSE,0,3,1,0,0,No,FALSE,2,2,NA,No Card,
NS,183,R2,3136,F,3,TRUE,FALSE,20,9,1,5,0,No,FALSE,"3,6",4,NA,No Card,
JD,183,R1,614,C,3,TRUE,FALSE,8,0,6,4,7,F,FALSE,"1,6,2",4,NA,No Card,
CC,183,B3,4099,F,3,FALSE,FALSE,10,4,6,3,6,No,FALSE,"3,6",4,NA,No Card,
AM,183,R3,1895,M,,FALSE,FALSE,5,4,4,0,7,No,FALSE,"4,5",3,NA,No Card,
EC,183,B1,3361,M,,FALSE,FALSE,5,4,0,1,1,No,FALSE,"5,4,2",1,NA,No Card,Slow and mostly ineffective at defense. Dead for first 10 seconds. Also decided to feed the other teams Human Players fuel.
BP,183,B2,5338,C,3,FALSE,FALSE,7,3,1,5,0,No,FALSE,"2,6",3,NA,No Card,
CC,184,B1,11318,C,3,FALSE,FALSE,5,5,0,1,1,No,TRUE,"2,6",2,NA,No Card,
HR,184,R1,1719,M,,FALSE,FALSE,5,8,0,0,0,No,FALSE,"5,4",4,NA,No Card,
AM,184,R3,2377,F,"3,1",FALSE,FALSE,1,3,1,0,0,No,FALSE,"6,2",4,NA,No Card,
JD,184,R2,449,C,3,TRUE,FALSE,10,6,4,4,6,No,FALSE,"6,1,3",5,NA,No Card,
MC,184,B2,10679,M,2,FALSE,FALSE,3,10,0,0,2,No,FALSE,"2,4,5",4,NA,No Card,Played pretty?
BP,184,B3,1262,F,3,TRUE,FALSE,0,3,1,1,6,No,FALSE,6,3,3,No Card,"Ca41391t fully empty hopper, slow shooting"
AM,185,R3,122,F,3,TRUE,FALSE,17,6,8,4,0,No,FALSE,6,5,NA,No Card,
AZ,185,B2,4541,M,,FALSE,FALSE,6,7,2,0,2,No,FALSE,2,1,NA,No Card,Could not intake well or index into turret
BP,185,B3,3748,F,3,FALSE,FALSE,12,8,4,4,4,No,FALSE,"6,4,2,1",3,4,No Card,"Good speed to transition from offense to defense, sometimes undershot"
JD,185,R2,2068,M,,FALSE,FALSE,5,4,4,2,4,No,FALSE,"2,6,3",4,NA,No Card,
HR,185,R1,540,C,3,FALSE,FALSE,10,6,0,5,0,No,FALSE,"2,6",4,NA,No Card,
CC,185,B1,9033,C,,FALSE,FALSE,7,6,2,0,0,No,FALSE,"4,3",2,NA,No Card,
AM,186,R3,619,C,3,FALSE,FALSE,0,3,2,6,0,No,FALSE,"2,6",3,NA,No Card,
JD,186,R2,2890,M,,FALSE,TRUE,5,0,4,1,0,L1,FALSE,"2,6",4,NA,No Card,Hopper broke?
HR,186,R1,1629,F,3,FALSE,FALSE,18,8,2,3,0,No,FALSE,"2,6",4,NA,No Card,
AZ,186,B2,5243,F,,FALSE,FALSE,2,4,4,0,0,No,FALSE,2,2,NA,No Card,"Attempted auto climb did not work, robot has trouble shooting"
BP,186,B3,1111,M,,FALSE,FALSE,2,10,0,0,4,No,FALSE,"6,4",2,NA,No Card,"Never back to AZ in time to shoot, shot on inactive hub"
CC,186,B1,2537,C,3,FALSE,FALSE,10,5,0,1,3,No,FALSE,"5,2",3,NA,No Card,
HR,187,R1,8592,F,3,TRUE,FALSE,10,0,5,5,0,No,FALSE,"1,2,6",4,NA,No Card,Shoots on the move very well
AM,187,R3,5804,M,,FALSE,FALSE,0,0,3,0,0,No,FALSE,,3,1,No Card,"Played defense, bumper fell off.?"
BP,187,B3,1389,F,3,TRUE,FALSE,2,0,4,4,3,No,FALSE,"6,2",3,NA,No Card,Long line up time but fast-ish shooting
AZ,187,B2,10224,C,3,TRUE,FALSE,0,0,6,1,6,No,FALSE,6,2,NA,No Card,"Broken auto, indexer is not good enlightening to index without the driver moving back and forth"
BH,187,R2,1727,C,3,FALSE,FALSE,8,4,3,5,1,No,FALSE,1,4,NA,No Card,
CC,187,B1,620,M,,FALSE,FALSE,0,0,4,1,6,No,FALSE,2,3,NA,No Card,
AM,188,R3,1086,M,1,FALSE,FALSE,5,0,14,3,0,No,FALSE,,4,3,No Card,
BP,188,B3,11415,M,1,FALSE,FALSE,3,9,3,3,6,No,FALSE,"6,4",3,NA,No Card,
HR,188,R1,888,F,3,FALSE,FALSE,17,9,1,3,4,No,FALSE,"2,6",3,NA,No Card,
BH,188,R2,836,C,3,FALSE,FALSE,1,4,1,7,2,No,FALSE,1,4,NA,No Card,Slow move and shoot + can shoot anywhere
AZ,188,B2,2199,F,3,FALSE,FALSE,3,12,0,7,2,No,FALSE,"2,6,3",5,NA,No Card,
CC,188,B1,422,C,3,TRUE,FALSE,6,5,3,0,7,No,FALSE,"2,4",4,NA,No Card,
HR,189,R1,3939,C,,FALSE,FALSE,0,2,0,0,0,No,FALSE,"2,6",2,1,No Card,Auto got stuck on trench
AZ,189,B2,686,C,3,FALSE,FALSE,18,10,2,2,6,No,FALSE,"6,2,1",4,NA,No Card,
BP,189,B3,1731,F,3,FALSE,FALSE,15,9,0,5,6,No,FALSE,"6,2,5",4,NA,No Card,
AM,189,R3,4472,M,,FALSE,FALSE,2,6,2,4,5,No,FALSE,,1,NA,No Card,
CC,189,B1,2421,M,,FALSE,FALSE,2,6,2,0,7,No,FALSE,"4,5,2",4,NA,No Card,
BH,189,R2,401,F,3,TRUE,FALSE,20,0,4,2,5,No,FALSE,"3,1",3,1,No Card,They died halfway through made like 4 balls in auto and maybe 20 percent in tele-op
AM,190,R3,11425,M,,FALSE,FALSE,5,7,2,0,0,No,FALSE,"2,6",1,2,No Card,
BP,190,B3,3258,M,,FALSE,FALSE,0,3,0,0,0,No,FALSE,,1,1,No Card,"Did41391t do an auto, died in teleop"
AD,190,B2,1908,F,3,TRUE,FALSE,10,7,4,8,3,No,FALSE,"1,2,6",4,NA,No Card,
BH,190,R2,5724,C,,FALSE,FALSE,3,2,0,1,2,No,FALSE,,2,NA,No Card,Intake hella slow also they like depot also accuracy is pretty bad. Also either really bad or no inactive strategy?
CC,190,B1,9072,C,3,FALSE,FALSE,18,0,9,3,7,No,FALSE,"6,2",4,NA,No Card,
HR,190,R1,5549,F,3,TRUE,FALSE,0,2,4,5,0,No,FALSE,"1,6",4,NA,No Card,
HR,191,R1,339,C,3,FALSE,FALSE,2,6,3,0,0,No,FALSE,"4,2",3,NA,No Card,
AZ,191,B2,5587,C,,FALSE,FALSE,0,7,0,0,0,No,FALSE,2,2,NA,No Card,?No intaking and no auto
AM,191,R3,10004,F,3,FALSE,FALSE,10,4,1,5,0,No,FALSE,"1,2,6",3,NA,No Card,Inconsistent feeding.?
BH,191,R2,346,M,3,TRUE,FALSE,8,0,6,3,8,No,FALSE,6,4,NA,No Card,Browned out toward the end
BP,191,B3,2106,F,3,FALSE,FALSE,18,3,2,6,5,No,TRUE,"2,1,3,6",5,NA,No Card,Great shoot-on-move and feeding put them shooting all active period
CC,191,B1,8590,M,,FALSE,FALSE,1,2,0,0,6,No,FALSE,,1,NA,No Card,"No inactive strategy, garbage driver"
AM,192,R3,10679,C,,FALSE,FALSE,0,2,0,0,0,No,FALSE,4,2,4,No Card,Controller disconnected
HR,192,R1,1629,F,3,FALSE,FALSE,10,9,3,6,0,No,FALSE,"2,1,6,3",5,NA,No Card,
BP,192,B3,4099,F,3,TRUE,FALSE,10,5,5,5,3,No,FALSE,"3,2,6",5,NA,No Card,
BH,192,R2,1895,M,,FALSE,FALSE,4,1,1,0,0,No,FALSE,,2,1,No Card,Died like 40 segundos into the match
CC,192,B1,122,C,3,TRUE,FALSE,10,3,1,4,3,No,FALSE,"6,2",4,NA,No Card,
AD,192,B2,2890,M,1,FALSE,FALSE,8,0,5,3,0,L1,TRUE,"6,2",3,2,No Card,"Not trench capable, kinda slow (maybe weak drive train)"
AZ,193,B2,9033,M,,FALSE,FALSE,0,0,3,0,0,No,FALSE,,2,1,No Card,No auto movement
CC,193,B1,1262,C,3,FALSE,FALSE,10,7,0,2,4,No,FALSE,2,3,NA,No Card,
HR,193,R1,3748,C,3,FALSE,FALSE,3,6,2,5,0,No,FALSE,"1,2,6",4,NA,No Card,
Ashwin,193,R2,8592,F,3,TRUE,FALSE,8,0,11,5,5,No,FALSE,1,4,NA,No Card,Good bump. Also I hate IRI scouting >:((((((
AM,193,R3,620,M,,FALSE,FALSE,5,0,6,2,0,No,FALSE,6,3,NA,No Card,"Massive hopper, can only shoot directly in front of the hub.?"
BP,193,B3,619,F,3,FALSE,FALSE,12,10,0,5,1,No,FALSE,"1,6,3",3,NA,No Card,"Shot well, prepared effectively for active shift"
HR,194,R1,2537,F,3,FALSE,FALSE,0,2,0,0,0,No,FALSE,"2,4,5",3,NA,No Card,
AM,194,R3,5338,C,3,TRUE,FALSE,20,8,0,7,0,No,FALSE,"2,6",4,NA,No Card,
CC,194,B1,11415,F,3,FALSE,FALSE,4,4,0,2,4,No,FALSE,"2,6",5,NA,No Card,
BP,194,B3,10224,M,,FALSE,FALSE,2,0,6,3,7,No,FALSE,"6,2",2,3,No Card,Tippy
AD,194,B2,1086,C,3,TRUE,FALSE,5,0,7,5,4,No,FALSE,"2,6",3,NA,No Card,"Kept hitting 11415, bad communication?"
Ashwin,194,R2,4541,M,,FALSE,FALSE,3,2,3,2,9,No,FALSE,6,3,NA,No Card,Tends to shoot near tower. Frank the prankster gangster
BP,195,B3,888,C,3,FALSE,FALSE,15,2,4,2,4,No,FALSE,"6,2",3,NA,No Card,Browning out later in the matches
AM,195,R3,449,F,3,TRUE,FALSE,16,13,2,1,4,No,FALSE,"6,3,4",5,NA,No Card,GOATED. Intake broke.?
CC,195,B1,4472,M,1,FALSE,FALSE,5,8,1,0,6,No,FALSE,1,4,NA,No Card,
AZ,195,B2,1731,F,,FALSE,FALSE,16,9,0,4,7,No,FALSE,2,5,NA,No Card,
HR,195,R1,836,C,3,FALSE,FALSE,10,4,2,7,0,No,FALSE,"1,6",5,NA,No Card,
Ashwin,195,R2,11318,M,,FALSE,FALSE,2,4,1,2,5,No,FALSE,2,4,NA,No Card,
HR,196,R1,3258,M,,FALSE,FALSE,0,1,0,0,0,No,FALSE,,2,1,No Card,
AM,196,R3,401,F,3,TRUE,FALSE,15,8,0,3,0,No,FALSE,"1,2,6",4,NA,No Card,
AZ,196,B2,5243,F,,FALSE,FALSE,0,2,2,2,0,No,FALSE,,3,NA,No Card,?Weird movement and basically no auto action
CC,196,B1,422,C,3,TRUE,FALSE,10,6,0,1,0,No,FALSE,"4,2",4,NA,No Card,
BP,196,B3,2068,M,,FALSE,FALSE,2,4,0,0,5,No,FALSE,"6,2",1,NA,No Card,Moving very slowly at the end
MC,196,R2,3136,C,2,FALSE,FALSE,18,10,0,7,4,No,FALSE,2,4,NA,No Card,
CC,197,B1,5587,M,1,FALSE,FALSE,4,6,0,2,2,No,FALSE,"2,4,1",1,NA,No Card,
MC,197,R2,9072,C,2,FALSE,FALSE,17,6,3,2,4,No,FALSE,"2,6,1",4,NA,No Card,Intake fried?
AZ,197,B2,2377,C,3,FALSE,FALSE,11,6,0,3,5,No,FALSE,2,4,NA,No Card,
BP,197,B3,10004,F,3,FALSE,FALSE,5,8,2,2,2,No,FALSE,4,2,NA,No Card,
RY,197,R1,3361,M,,FALSE,FALSE,0,8,0,0,0,No,FALSE,"4,5,2",1,NA,No Card,does NOT know what they're doing.? Literally blocks their own alliance and messes them up. Spun in a circle for like five seconds. Goes into OZ during inactive and blocks alliance during active.
AM,197,R3,2421,F,,FALSE,FALSE,0,7,5,0,0,No,FALSE,2,3,NA,No Card,Had swerve issues.?
MC,198,R2,5724,F,,FALSE,FALSE,0,0,0,0,0,No,FALSE,,1,5,No Card,
AM,198,R3,1719,C,3,FALSE,FALSE,0,5,1,0,0,No,FALSE,2,3,NA,No Card,
CC,198,B1,1727,M,1,FALSE,FALSE,4,5,1,1,2,No,FALSE,"1,6",4,NA,No Card,
BP,198,B3,346,F,3,TRUE,FALSE,2,0,8,6,0,No,FALSE,"2,6",4,NA,No Card,Surprisingly fast intaking and unloading for such a large hopper
AD,198,B2,2106,C,3,TRUE,FALSE,18,7,4,10,2,No,FALSE,"1,6",5,NA,No Card,"Really really good accuracy and shoot on the move, consistently shot while driving. Across the whole zone and made every one"
MY,198,R1,614,F,3,TRUE,FALSE,8,0,7,5,6,L1,FALSE,"2,6",3,NA,No Card,"shooter got jammed, lots of fuel scored. They seemed a little bit lost in the nz sometimes, but tey were mostly on top of it . mostly soloed this match."
EC,199,R1,540,C,3,FALSE,FALSE,7,6,1,5,2,No,FALSE,"2,3",4,NA,No Card,
AM,199,R3,686,F,3,TRUE,FALSE,18,8,2,5,0,No,FALSE,"1,2,6",4,NA,No Card,Good drum shooter.?
BP,199,B3,339,F,,FALSE,FALSE,0,8,0,0,0,No,FALSE,"4,2",1,NA,No Card,Weird RSL twitch brownouts; could barely move after a while
AD,199,B2,1908,F,3,TRUE,FALSE,10,10,2,10,7,No,FALSE,"1,2,3,6",4,NA,No Card,
FL,199,B1,5549,C,3,TRUE,FALSE,8,1,5,3,6,No,FALSE,"2,6",4,NA,No Card,
MC,199,R2,5804,M,2,FALSE,FALSE,3,0,7,0,0,No,FALSE,"5,4",4,NA,No Card,Decent defense ok
BP,200,B3,1389,C,3,TRUE,FALSE,5,0,2,3,2,No,FALSE,6,2,NA,No Card,"Mostly stayed in the AZ, mediocre bps"
MC,200,R2,11425,F,2,FALSE,FALSE,3,6,2,0,4,No,FALSE,"2,5,3",4,NA,No Card,Gives lots of bulldozer balls gives ball to hip
JB,200,R1,1111,C,2,FALSE,FALSE,1,0,0,0,0,No,FALSE,2,1,NA,No Card,Coul41391ve picked up balls better
AM,200,R3,8590,M,,FALSE,FALSE,0,5,0,2,3,No,FALSE,"2,6",2,NA,No Card,Do41391t have left and right autos. Can41391t shoot full hopper.
AZ,200,B2,2199,F,3,FALSE,FALSE,19,9,1,5,7,No,FALSE,,4,NA,No Card,
FL,200,B1,3939,M,1,FALSE,FALSE,6,6,0,1,7,No,FALSE,6,3,NA,No Card,Lowk intakes slowly rip goat?
MY,201,R1,3748,F,1,FALSE,FALSE,9,5,3,2,6,No,FALSE,"1,3,4",4,4,No Card,stole from oz and passed it to nz.
BP,201,B3,4541,M,,FALSE,FALSE,2,7,2,2,3,No,FALSE,"6,2",3,NA,No Card,
SZ,201,R3,888,F,3,TRUE,FALSE,15,8,0,2,0,No,FALSE,"6,4,3",4,NA,No Card,Intake/shoot broken?
EC,201,R2,5338,C,3,TRUE,FALSE,20,7,2,4,2,No,FALSE,2,3,1,No Card,The lights flashing but no on41391s home (endgame)
AZ,201,B2,449,F,,FALSE,FALSE,0,9,3,4,8,No,FALSE,,5,NA,No Card,At the last few seconds there were issues with indexing or in intaking
FL,201,B1,1629,C,3,FALSE,FALSE,16,2,0,3,4,No,FALSE,6,2,NA,No Card,I migh41391ve f ed up. 449 capturing my attention
AM,202,R3,2537,C,3,FALSE,FALSE,10,16,0,0,0,No,FALSE,"4,2",4,NA,No Card,Only played defense.?
AD,202,R2,122,F,3,TRUE,FALSE,16,4,4,6,4,No,FALSE,"2,6",3,NA,No Card,Outtakes balls into their side
CC,202,B1,8592,M,,FALSE,FALSE,2,0,10,2,7,No,FALSE,"1,6",4,NA,No Card,
BP,202,B2,836,C,3,FALSE,FALSE,7,4,4,3,8,No,FALSE,"1,6,4",3,NA,No Card,Got stuck with another robot in auto
DK,202,R1,3258,C,,FALSE,FALSE,0,3,0,0,1,No,FALSE,"4,2",1,NA,No Card,Not a real contributor to their alliance. Roamed around for the majority of the match. Poor defense job.
DK,202,B3,3136,F,3,FALSE,FALSE,6,0,1,1,7,No,FALSE,"3,6,2",4,NA,No Card,Good at filling hopper. Average speed throughout match.
CC,203,B1,620,M,1,FALSE,FALSE,3,0,12,0,0,No,FALSE,"2,4",2,NA,No Card,
AM,203,R3,1731,F,"3,1",FALSE,FALSE,13,6,0,6,0,No,FALSE,"6,2",4,NA,No Card,
AD,203,R2,11415,C,3,FALSE,FALSE,15,5,1,7,5,No,FALSE,"1,2,6",4,NA,No Card,
AZ,203,R1,2068,M,,FALSE,FALSE,0,11,1,1,6,No,FALSE,"4,5",3,NA,No Card,Very poor indexing?
MC,203,B3,2890,F,2,TRUE,TRUE,10,0,12,3,4,L1,FALSE,"6,1",3,NA,No Card,Intake fried
BP,203,B2,2421,C,3,FALSE,FALSE,3,14,0,1,4,No,FALSE,"4,5,2",3,NA,No Card,Good herding and ok defense
AM,204,R3,4099,F,3,TRUE,FALSE,8,5,3,3,0,No,FALSE,"2,6,4",5,NA,No Card,
MC,204,R2,5243,C,2,FALSE,TRUE,3,0,10,5,6,No,FALSE,"2,6",4,NA,No Card,
BP,204,B2,346,F,3,TRUE,FALSE,7,0,5,4,3,No,FALSE,"6,2",4,NA,No Card,
AZ,204,R1,11318,M,,FALSE,FALSE,0,9,3,0,5,No,FALSE,"4,5",2,NA,No Card,
RY,204,B3,10224,C,,TRUE,FALSE,6,0,5,3,0,No,FALSE,6,2,NA,No Card,They have such a big hopper but are unable to empty it entireley. They need atleast like 10 seconds to shoot 3/4 of hopper. Bump robbot only. Good design with turret but just tooooo slow.
CC,204,B1,5724,M,,FALSE,FALSE,0,3,0,0,0,No,FALSE,,3,1,No Card,
RY,205,B3,1262,C,3,TRUE,FALSE,2,0,6,4,0,No,FALSE,"4,6,3,2,5",4,NA,No Card,"Drives really fast, even ruthlessly. Takes too long to aim to shoot. Really good driver on a mid robot. Can only shoot in the center infront of hub. Tries too hard to do everything bruh."
AM,205,R3,5587,M,,FALSE,FALSE,5,0,6,0,0,No,FALSE,"4,5",4,NA,No Card,
BP,205,B2,540,F,3,FALSE,FALSE,9,4,4,4,7,No,FALSE,"4,6",4,NA,No Card,Good defense
AZ,205,R1,9072,F,,TRUE,FALSE,19,5,7,4,6,No,FALSE,,5,NA,No Card,Opponents played good defense?
AD,205,R2,686,C,3,FALSE,FALSE,10,8,1,6,0,No,FALSE,"2,6",4,NA,No Card,
CC,205,B1,3361,M,,FALSE,FALSE,0,10,0,1,1,No,FALSE,"1,2,3",3,NA,No Card,
AM,206,R3,401,F,3,TRUE,FALSE,9,6,0,2,7,No,FALSE,"2,6",4,NA,No Card,
MC,206,R2,8590,M,2,FALSE,FALSE,3,11,0,2,6,No,FALSE,"3,5,4",4,NA,No Card,Ok defense
BP,206,B2,619,F,3,FALSE,FALSE,8,5,1,4,5,No,FALSE,"6,2",3,NA,No Card,Good reverse intake feeding
AZ,206,R1,1389,M,,FALSE,FALSE,2,0,4,1,8,No,FALSE,6,1,NA,No Card,"Bad indexing, poor output, limited mobility?"
MH,206,B3,10679,M,,FALSE,FALSE,2,8,0,0,0,No,FALSE,"4,5",2,NA,No Card,not effective defense
CC,206,B1,5549,C,,TRUE,FALSE,20,6,3,5,0,No,FALSE,"2,6",4,NA,No Card,
MC,207,R2,1727,C,3,FALSE,FALSE,0,1,5,4,6,No,FALSE,"2,1,6",4,NA,No Card,
CC,207,B1,2106,F,3,FALSE,FALSE,10,6,2,3,3,No,FALSE,"2,1,3",5,NA,No Card,
AZ,207,R1,2377,F,,FALSE,FALSE,5,5,0,2,0,No,FALSE,6,2,1,No Card,
MH,207,B3,422,C,3,TRUE,FALSE,7,3,5,5,1,No,FALSE,"1,3,6",3,NA,No Card,
EC,207,R3,11425,M,,FALSE,FALSE,7,7,1,1,0,No,FALSE,"4,5",1,NA,No Card,Focused on defense
BP,207,B2,1111,M,,FALSE,FALSE,1,5,1,0,1,No,FALSE,"4,5",4,NA,No Card,"Good defense, able to stop movement and scoring"
JD,208,R1,339,M,,FALSE,FALSE,1,6,3,0,0,No,FALSE,"2,5",1,NA,No Card,"Not good intake, and had mediocre defense, blocking own teammates"
AD,208,R2,614,F,3,TRUE,FALSE,7,0,8,2,7,No,FALSE,"1,6",3,NA,No Card,Intake roller snapped off on one side
BP,208,B2,4472,C,3,FALSE,FALSE,9,10,0,3,7,No,FALSE,"6,4,3",3,NA,No Card,Good aim but only decent bps
EC,208,R3,2199,C,3,FALSE,FALSE,0,5,3,2,6,No,FALSE,"6,2",2,NA,No Card,Seems to have shooter issues
NY,208,B3,1719,M,,FALSE,FALSE,2,4,4,0,0,No,FALSE,"2,4,5",3,NA,No Card,Broken intake? Only shot preload
CC,208,B1,1908,F,3,TRUE,FALSE,20,9,0,4,6,No,FALSE,"1,2",3,NA,No Card,Aman glazes it way to much
EC,209,R1,5804,C,3,TRUE,FALSE,0,1,1,0,0,No,FALSE,4,3,1,No Card,Died pretty early on so driver rating is broad
LJ,209,B3,1086,C,3,TRUE,FALSE,2,0,8,2,9,No,FALSE,"6,2,1,3",3,1,No Card,"Demonstrated a wide range of strategies, timing sense a bit bad, midrange shots."
EC,209,R3,1895,M,,FALSE,FALSE,8,8,0,2,2,No,FALSE,2,3,1,No Card,S-stopped. Has climb for auto but failed?
CC,209,B1,3939,M,1,FALSE,FALSE,4,8,0,3,0,No,FALSE,"2,1",3,NA,No Card,
AD,209,R2,9033,F,3,FALSE,FALSE,0,8,0,6,6,No,FALSE,"1,2,3,6",4,NA,No Card,Very poor accuracy
BP,209,B2,10004,F,3,FALSE,FALSE,0,8,0,1,4,No,FALSE,6,2,NA,No Card,Took forever to line up a shot
